iso,country,age_sex_group,expat_pop,total_pop
499,Montenegro,female_age5,3000,19000
663,Saint Martin,female_age5,1000,1000
450,Madagascar,female_age5,1100,45000
584,Marshall Islands,female_age5,1000,1000
807,Macedonia,female_age5,2600,50000
466,Mali,female_age5,2700,18000
104,Myanmar,female_age5,8400,400000
496,Mongolia,female_age5,1900,100000
446,Macau,female_age5,8800,22000
580,Northern Mariana Islands,female_age5,1000,1700
474,Martinique,female_age5,1700,11000
478,Mauritania,female_age5,1400,8900
500,Montserrat,female_age5,1000,1000
470,Malta,female_age5,2800,19000
480,Mauritius,female_age5,2400,40000
462,Maldives,female_age5,1000,11000
454,Malawi,female_age5,1000,9000
484,Mexico,female_age5,100000,4000000
458,Malaysia,female_age5,44000,1000000
508,Mozambique,female_age5,2600,45000
516,Namibia,female_age5,1700,28000
540,New Caledonia,female_age5,2100,9100
562,Niger,female_age5,1000,4800
566,Nigeria,female_age5,20000,580000
558,Nicaragua,female_age5,3800,110000
528,Netherlands,female_age5,50000,560000
578,Norway,female_age5,24000,190000
524,Nepal,female_age5,7400,170000
520,Nauru,female_age5,1000,1000
554,New Zealand,female_age5,32000,150000
512,Oman,female_age5,24000,49000
591,Panama,female_age5,15000,110000
604,Peru,female_age5,36000,950000
258,French Polynesia,female_age5,1200,9900
598,Papua New Guinea,female_age5,1000,15000
608,Philippines,female_age5,56000,2800000
586,Pakistan,female_age5,10000,310000
616,Poland,female_age5,19000,1100000
630,Puerto Rico,female_age5,7900,110000
275,Palestine,female_age5,11000,78000
620,Portugal,female_age5,36000,440000
585,Palau,female_age5,1000,1000
600,Paraguay,female_age5,8000,150000
634,Qatar,female_age5,49000,74000
638,Réunion,female_age5,4500,29000
642,Romania,female_age5,7600,610000
688,Serbia,female_age5,21000,200000
643,Russia,female_age5,130000,3400000
646,Rwanda,female_age5,1100,7800
682,Saudi Arabia,female_age5,83000,410000
90,Solomon Islands,female_age5,1000,2400
690,Seychelles,female_age5,1000,3300
752,Sweden,female_age5,42000,370000
702,Singapore,female_age5,92000,230000
705,Slovenia,female_age5,4400,65000
703,Slovakia,female_age5,4200,170000
694,Sierra Leone,female_age5,1000,14000
674,San Marino,female_age5,1000,1000
686,Senegal,female_age5,4800,65000
706,Somalia,female_age5,1700,15000
740,Suriname,female_age5,1800,15000
728,South Sudan,female_age5,1200,3700
678,Sao Tome and Principe,female_age5,1000,2000
222,El Salvador,female_age5,7400,160000
534,Sint Maarten,female_age5,1400,2000
748,Swaziland,female_age5,1000,7000
796,Turks and Caicos Islands,female_age5,1000,1700
148,Chad,female_age5,1000,3300
768,Togo,female_age5,1800,12000
764,Thailand,female_age5,53000,2300000
762,Tajikistan,female_age5,1000,14000
626,Timor-Leste,female_age5,1500,4400
795,Turkmenistan,female_age5,1000,3200
788,Tunisia,female_age5,10000,240000
776,Tonga,female_age5,1000,2700
792,Turkey,female_age5,76000,2100000
780,Trinidad and Tobago,female_age5,3900,49000
798,Tuvalu,female_age5,1000,1000
158,Taiwan,female_age5,84000,1100000
834,Tanzania,female_age5,3200,100000
804,Ukraine,female_age5,27000,1200000
800,Uganda,female_age5,3900,42000
840,United States,female_age5,1500000,11000000
858,Uruguay,female_age5,6400,140000
860,Uzbekistan,female_age5,3200,84000
670,Saint Vincent and the Grenadines,female_age5,1000,3500
862,Venezuela,female_age5,20000,640000
92,British Virgin Islands,female_age5,1000,1500
850,US Virgin Islands,female_age5,1000,1600
704,Vietnam,female_age5,16000,2500000
548,Vanuatu,female_age5,1000,2600
876,Wallis and Futuna,female_age5,1000,1000
882,Samoa,female_age5,1000,4500
983,Kosovo,female_age5,1500,29000
887,Yemen,female_age5,1700,18000
175,Mayotte,female_age5,1000,2900
710,South Africa,female_age5,53000,720000
894,Zambia,female_age5,2200,47000
716,Zimbabwe,female_age5,1100,33000
20,Andorra,female_age6,1300,3400
784,United Arab Emirates,female_age6,85000,140000
4,Afghanistan,female_age6,1000,6600
28,Antigua,female_age6,1200,3000
660,Anguilla,female_age6,1000,1000
8,Albania,female_age6,1000,33000
51,Armenia,female_age6,2400,59000
24,Angola,female_age6,3700,28000
32,Argentina,female_age6,62000,1300000
16,American Samoa,female_age6,1000,1300
40,Austria,female_age6,34000,200000
36,Australia,female_age6,120000,750000
533,Aruba,female_age6,1900,4500
31,Azerbaijan,female_age6,2900,57000
70,Bosnia and Herzegovina,female_age6,3700,64000
52,Barbados,female_age6,1300,9100
50,Bangladesh,female_age6,3300,200000
56,Belgium,female_age6,36000,340000
854,Burkina Faso,female_age6,1000,12000
100,Bulgaria,female_age6,4100,190000
48,Bahrain,female_age6,11000,24000
108,Burundi,female_age6,1000,3500
204,Benin,female_age6,2000,9600
652,Saint Barthélemy,female_age6,1000,1000
60,Bermuda,female_age6,1000,2200
96,Brunei,female_age6,4200,13000
68,Bolivia,female_age6,5500,160000
535,"Bonaire, Sint Eustatius and Saba",female_age6,1000,1000
76,Brazil,female_age6,39000,5900000
44,The Bahamas,female_age6,1500,11000
64,Bhutan,female_age6,1000,5300
72,Botswana,female_age6,2800,24000
112,Belarus,female_age6,7000,120000
84,Belize,female_age6,1000,6900
124,Canada,female_age6,180000,1000000
180,Democratic Republic of the Congo,female_age6,1200,30000
140,Central African Republic,female_age6,1000,1600
178,Republic of the Congo,female_age6,1000,9600
756,Switzerland,female_age6,50000,220000
384,Côte d'Ivoire,female_age6,4600,57000
184,Cook Islands,female_age6,1000,1000
152,Chile,female_age6,44000,620000
120,Cameroon,female_age6,1900,52000
156,China,female_age6,5900,22000
170,Colombia,female_age6,53000,1100000
188,Costa Rica,female_age6,14000,130000
132,Cape Verde,female_age6,1000,6800
531,Curaçao,female_age6,1800,6000
196,Cyprus,female_age6,10000,42000
203,Czech Republic,female_age6,13000,300000
276,Germany,female_age6,170000,1600000
262,Djibouti,female_age6,1000,1800
208,Denmark,female_age6,13000,200000
212,Dominica,female_age6,1000,1400
214,Dominican Republic,female_age6,8200,190000
12,Algeria,female_age6,11000,270000
218,Ecuador,female_age6,18000,360000
233,Estonia,female_age6,1000,39000
818,Egypt,female_age6,16000,640000
724,Spain,female_age6,170000,1700000
231,Ethiopia,female_age6,1800,35000
246,Finland,female_age6,6700,150000
242,Fiji,female_age6,1300,17000
238,Falkland Islands,female_age6,1000,1000
583,Federated States of Micronesia,female_age6,1000,1200
234,Faroe Islands,female_age6,1000,1500
250,France,female_age6,140000,1800000
266,Gabon,female_age6,2100,12000
826,United Kingdom,female_age6,170000,2100000
308,Grenada,female_age6,1000,2200
268,Georgia,female_age6,3600,120000
254,French Guiana,female_age6,1400,4000
831,Guernsey,female_age6,1000,2200
288,Ghana,female_age6,3100,61000
292,Gibraltar,female_age6,1000,1200
304,Greenland,female_age6,1000,1300
270,The Gambia,female_age6,1000,3200
324,Guinea,female_age6,1000,12000
312,Guadeloupe,female_age6,2000,11000
226,Equatorial Guinea,female_age6,1000,1000
300,Greece,female_age6,27000,320000
320,Guatemala,female_age6,4900,140000
316,Guam,female_age6,2200,5400
624,Guinea-Bissau,female_age6,1000,3100
328,Guyana,female_age6,1000,17000
344,Hong Kong,female_age6,53000,220000
340,Honduras,female_age6,2600,100000
191,Croatia,female_age6,6700,92000
332,Haiti,female_age6,1000,26000
348,Hungary,female_age6,9300,330000
360,Indonesia,female_age6,22000,2500000
372,Ireland,female_age6,18000,170000
376,Israel,female_age6,35000,220000
833,Isle Of Man,female_age6,1000,3200
356,India,female_age6,26000,3000000
368,Iraq,female_age6,7600,230000
352,Iceland,female_age6,1200,12000
380,Italy,female_age6,170000,2000000
832,Jersey,female_age6,1800,3900
388,Jamaica,female_age6,2300,50000
400,Jordan,female_age6,17000,130000
392,Japan,female_age6,50000,2200000
404,Kenya,female_age6,5100,100000
417,Kyrgyzstan,female_age6,1800,64000
116,Cambodia,female_age6,2700,67000
296,Kiribati,female_age6,1000,1000
174,Comoros,female_age6,1000,2000
659,Saint Kitts and Nevis,female_age6,1000,1500
410,South Korea,female_age6,26000,670000
414,Kuwait,female_age6,42000,72000
136,Cayman Islands,female_age6,1700,3100
398,Kazakhstan,female_age6,8000,410000
418,Laos,female_age6,2500,45000
422,Lebanon,female_age6,11000,100000
662,St. Lucia,female_age6,1000,4100
438,Liechtenstein,female_age6,1000,1000
144,Sri Lanka,female_age6,2000,130000
430,Liberia,female_age6,1000,11000
426,Lesotho,female_age6,1000,5900
440,Lithuania,female_age6,1000,88000
442,Luxembourg,female_age6,6300,18000
428,Latvia,female_age6,1000,54000
434,Libya,female_age6,5700,110000
504,Morocco,female_age6,9000,200000
492,Monaco,female_age6,1000,1000
498,Moldova,female_age6,2000,64000
499,Montenegro,female_age6,2300,13000
663,Saint Martin,female_age6,1000,1000
450,Madagascar,female_age6,1000,27000
584,Marshall Islands,female_age6,1000,1000
807,Macedonia,female_age6,2000,41000
466,Mali,female_age6,1100,7500
104,Myanmar,female_age6,4300,250000
496,Mongolia,female_age6,1300,81000
446,Macau,female_age6,6800,15000
580,Northern Mariana Islands,female_age6,1000,1600
474,Martinique,female_age6,1400,11000
478,Mauritania,female_age6,1000,4300
500,Montserrat,female_age6,1000,1000
470,Malta,female_age6,1900,15000
480,Mauritius,female_age6,1500,26000
462,Maldives,female_age6,1000,6600
454,Malawi,female_age6,1000,4300
484,Mexico,female_age6,70000,3100000
458,Malaysia,female_age6,24000,760000
508,Mozambique,female_age6,1400,22000
516,Namibia,female_age6,1200,18000
540,New Caledonia,female_age6,1700,8000
562,Niger,female_age6,1000,2300
566,Nigeria,female_age6,10000,290000
558,Nicaragua,female_age6,2500,71000
528,Netherlands,female_age6,44000,550000
578,Norway,female_age6,17000,200000
524,Nepal,female_age6,4400,97000
520,Nauru,female_age6,1000,1000
554,New Zealand,female_age6,26000,150000
512,Oman,female_age6,12000,22000
591,Panama,female_age6,11000,86000
604,Peru,female_age6,24000,710000
258,French Polynesia,female_age6,1000,8500
598,Papua New Guinea,female_age6,1000,9800
608,Philippines,female_age6,32000,1900000
586,Pakistan,female_age6,5200,180000
616,Poland,female_age6,14000,810000
630,Puerto Rico,female_age6,7800,95000
275,Palestine,female_age6,7200,53000
620,Portugal,female_age6,35000,400000
585,Palau,female_age6,1000,1000
600,Paraguay,female_age6,6100,110000
634,Qatar,female_age6,23000,36000
638,Réunion,female_age6,3500,23000
642,Romania,female_age6,5700,520000
688,Serbia,female_age6,19000,160000
643,Russia,female_age6,100000,2100000
646,Rwanda,female_age6,1000,3600
682,Saudi Arabia,female_age6,43000,200000
90,Solomon Islands,female_age6,1000,1300
690,Seychelles,female_age6,1000,2600
752,Sweden,female_age6,34000,360000
702,Singapore,female_age6,56000,180000
705,Slovenia,female_age6,3300,51000
703,Slovakia,female_age6,3400,140000
694,Sierra Leone,female_age6,1000,8900
674,San Marino,female_age6,1000,1000
686,Senegal,female_age6,2500,35000
706,Somalia,female_age6,1000,6900
740,Suriname,female_age6,1400,12000
728,South Sudan,female_age6,1000,1700
678,Sao Tome and Principe,female_age6,1000,1200
222,El Salvador,female_age6,4600,120000
534,Sint Maarten,female_age6,1300,1900
748,Swaziland,female_age6,1000,3400
796,Turks and Caicos Islands,female_age6,1000,1200
148,Chad,female_age6,1000,1400
768,Togo,female_age6,1000,6000
764,Thailand,female_age6,27000,1700000
762,Tajikistan,female_age6,1000,9800
626,Timor-Leste,female_age6,1000,2800
795,Turkmenistan,female_age6,1000,1800
788,Tunisia,female_age6,5400,150000
776,Tonga,female_age6,1000,2100
792,Turkey,female_age6,54000,1500000
780,Trinidad and Tobago,female_age6,2700,36000
798,Tuvalu,female_age6,1000,1000
158,Taiwan,female_age6,41000,790000
834,Tanzania,female_age6,1800,54000
804,Ukraine,female_age6,26000,1000000
800,Uganda,female_age6,1900,20000
840,United States,female_age6,1300000,9400000
858,Uruguay,female_age6,4900,110000
860,Uzbekistan,female_age6,2200,56000
670,Saint Vincent and the Grenadines,female_age6,1000,2400
862,Venezuela,female_age6,16000,490000
92,British Virgin Islands,female_age6,1000,1200
850,US Virgin Islands,female_age6,1000,1400
704,Vietnam,female_age6,9700,1800000
548,Vanuatu,female_age6,1000,1700
876,Wallis and Futuna,female_age6,1000,1000
882,Samoa,female_age6,1000,3600
983,Kosovo,female_age6,1100,22000
887,Yemen,female_age6,1000,8200
175,Mayotte,female_age6,1000,1600
710,South Africa,female_age6,27000,490000
894,Zambia,female_age6,1300,24000
716,Zimbabwe,female_age6,1000,18000
20,Andorra,female_age7,1100,2700
784,United Arab Emirates,female_age7,47000,74000
4,Afghanistan,female_age7,1000,5100
28,Antigua,female_age7,1000,2600
660,Anguilla,female_age7,1000,1000
8,Albania,female_age7,1000,29000
51,Armenia,female_age7,2200,53000
24,Angola,female_age7,2600,18000
32,Argentina,female_age7,52000,1000000
16,American Samoa,female_age7,1000,1200
40,Austria,female_age7,28000,180000
36,Australia,female_age7,100000,680000
533,Aruba,female_age7,2000,4500
31,Azerbaijan,female_age7,2400,47000
70,Bosnia and Herzegovina,female_age7,2800,53000
52,Barbados,female_age7,1100,8100
50,Bangladesh,female_age7,2200,130000
56,Belgium,female_age7,30000,320000
854,Burkina Faso,female_age7,1000,7600
100,Bulgaria,female_age7,3400,170000
48,Bahrain,female_age7,6900,14000
108,Burundi,female_age7,1000,2100
204,Benin,female_age7,1300,6500
652,Saint Barthélemy,female_age7,1000,1000
60,Bermuda,female_age7,1000,2100
96,Brunei,female_age7,3000,8700
68,Bolivia,female_age7,3900,120000
535,"Bonaire, Sint Eustatius and Saba",female_age7,1000,1000
76,Brazil,female_age7,32000,4900000
44,The Bahamas,female_age7,1200,9400
64,Bhutan,female_age7,1000,3300
72,Botswana,female_age7,1900,17000
112,Belarus,female_age7,5700,81000
84,Belize,female_age7,1000,5400
124,Canada,female_age7,150000,980000
180,Democratic Republic of the Congo,female_age7,1000,23000
140,Central African Republic,female_age7,1000,1100
178,Republic of the Congo,female_age7,1000,6300
756,Switzerland,female_age7,43000,190000
384,Côte d'Ivoire,female_age7,3000,36000
184,Cook Islands,female_age7,1000,1000
152,Chile,female_age7,33000,530000
120,Cameroon,female_age7,1200,34000
156,China,female_age7,3200,10000
170,Colombia,female_age7,39000,970000
188,Costa Rica,female_age7,10000,120000
132,Cape Verde,female_age7,1000,5400
531,Curaçao,female_age7,1700,5900
196,Cyprus,female_age7,7700,34000
203,Czech Republic,female_age7,8900,200000
276,Germany,female_age7,130000,1500000
262,Djibouti,female_age7,1000,1300
208,Denmark,female_age7,11000,200000
212,Dominica,female_age7,1000,1400
214,Dominican Republic,female_age7,6300,150000
12,Algeria,female_age7,7500,190000
218,Ecuador,female_age7,14000,280000
233,Estonia,female_age7,1000,33000
818,Egypt,female_age7,11000,500000
724,Spain,female_age7,130000,1400000
231,Ethiopia,female_age7,1300,24000
246,Finland,female_age7,5400,140000
242,Fiji,female_age7,1100,14000
238,Falkland Islands,female_age7,1000,1000
583,Federated States of Micronesia,female_age7,1000,1000
234,Faroe Islands,female_age7,1000,1600
250,France,female_age7,110000,1500000
266,Gabon,female_age7,1400,8400
826,United Kingdom,female_age7,130000,2000000
308,Grenada,female_age7,1000,1800
268,Georgia,female_age7,2800,100000
254,French Guiana,female_age7,1000,3200
831,Guernsey,female_age7,1000,2400
288,Ghana,female_age7,2400,45000
292,Gibraltar,female_age7,1000,1100
304,Greenland,female_age7,1000,1900
270,The Gambia,female_age7,1000,2200
324,Guinea,female_age7,1000,10000
312,Guadeloupe,female_age7,1800,10000
226,Equatorial Guinea,female_age7,1000,1000
300,Greece,female_age7,22000,270000
320,Guatemala,female_age7,3500,100000
316,Guam,female_age7,2300,5000
624,Guinea-Bissau,female_age7,1000,2000
328,Guyana,female_age7,1000,14000
344,Hong Kong,female_age7,34000,170000
340,Honduras,female_age7,1900,73000
191,Croatia,female_age7,5600,75000
332,Haiti,female_age7,1000,17000
348,Hungary,female_age7,8000,270000
360,Indonesia,female_age7,13000,1600000
372,Ireland,female_age7,13000,130000
376,Israel,female_age7,30000,170000
833,Isle Of Man,female_age7,1000,3000
356,India,female_age7,18000,2300000
368,Iraq,female_age7,5300,180000
352,Iceland,female_age7,1000,11000
380,Italy,female_age7,150000,1800000
832,Jersey,female_age7,1800,3900
388,Jamaica,female_age7,1800,40000
400,Jordan,female_age7,14000,100000
392,Japan,female_age7,45000,1500000
404,Kenya,female_age7,3700,75000
417,Kyrgyzstan,female_age7,1400,50000
116,Cambodia,female_age7,2100,55000
296,Kiribati,female_age7,1000,1000
174,Comoros,female_age7,1000,1300
659,Saint Kitts and Nevis,female_age7,1000,1200
410,South Korea,female_age7,17000,450000
414,Kuwait,female_age7,23000,39000
136,Cayman Islands,female_age7,1300,2400
398,Kazakhstan,female_age7,6200,290000
418,Laos,female_age7,1700,34000
422,Lebanon,female_age7,8400,89000
662,St. Lucia,female_age7,1000,3400
438,Liechtenstein,female_age7,1000,1000
144,Sri Lanka,female_age7,1400,85000
430,Liberia,female_age7,1000,7200
426,Lesotho,female_age7,1000,5100
440,Lithuania,female_age7,1000,87000
442,Luxembourg,female_age7,5100,16000
428,Latvia,female_age7,1100,48000
434,Libya,female_age7,4200,82000
504,Morocco,female_age7,6300,150000
492,Monaco,female_age7,1000,1000
498,Moldova,female_age7,1800,56000
499,Montenegro,female_age7,1700,9900
663,Saint Martin,female_age7,1000,1000
450,Madagascar,female_age7,1000,20000
584,Marshall Islands,female_age7,1000,1000
807,Macedonia,female_age7,1600,35000
466,Mali,female_age7,1000,5200
104,Myanmar,female_age7,3400,210000
496,Mongolia,female_age7,1100,66000
446,Macau,female_age7,4800,11000
580,Northern Mariana Islands,female_age7,1000,1800
474,Martinique,female_age7,1400,10000
478,Mauritania,female_age7,1000,2800
500,Montserrat,female_age7,1000,1000
470,Malta,female_age7,1400,12000
480,Mauritius,female_age7,1200,23000
